scorer,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000
bodyparts,head,head,head,spine 1,spine 1,spine 1,spine 2,spine 2,spine 2,spine 3,spine 3,spine 3,spine 4,spine 4,spine 4,base,base,base,tail 25,tail 25,tail 25,tail 50,tail 50,tail 50,tail 75,tail 75,tail 75,tail 100,tail 100,tail 100,lForepaw,lForepaw,lForepaw,rForepaw,rForepaw,rForepaw,lHindpaw,lHindpaw,lHindpaw,lHindfingers,lHindfingers,lHindfingers,rHindpaw,rHindpaw,rHindpaw,rHindfingers,rHindfingers,rHindfingers
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
55,416.2479248046875,80.22746276855469,0.9999998807907104,439.1982421875,79.61272430419922,0.9999998807907104,455.27313232421875,80.27693176269531,0.9999996423721313,470.338134765625,79.36701202392578,0.9999994039535522,486.7609558105469,78.74555206298828,0.9999997019767761,504.422607421875,83.67395782470703,0.9999998211860657,527.2078247070312,89.8879623413086,0.9999949336051941,546.2586669921875,94.60010528564453,0.9999785423278809,566.030517578125,96.8493423461914,0.999783992767334,584.1925659179688,103.66796875,0.9995627403259277,455.474609375,69.70098876953125,0.9999980926513672,436.5501403808594,93.40005493164062,1.0,496.3677978515625,66.85749053955078,0.9999949932098389,496.05242919921875,64.5173110961914,0.9994233846664429,487.7009582519531,95.35626220703125,0.99998539686203,479.6361999511719,98.2469482421875,0.999971866607666
56,414.6493835449219,80.4197006225586,0.9999999403953552,437.70025634765625,80.1497802734375,0.9999999403953552,454.00885009765625,80.73820495605469,0.9999998807907104,468.7880859375,80.43062591552734,0.9999996423721313,485.42352294921875,79.55572509765625,0.999999463558197,504.37384033203125,83.80555725097656,0.9999998211860657,527.1021118164062,90.54756927490234,0.9999948143959045,545.8463134765625,95.0058822631836,0.9999712109565735,565.54248046875,97.57696533203125,0.9997689127922058,583.0597534179688,104.3622817993164,0.9996296763420105,454.6331481933594,70.15087127685547,0.9999984502792358,434.9808044433594,93.60953521728516,1.0,493.2882385253906,65.88092803955078,0.9999893307685852,490.11376953125,64.39804077148438,0.9999331831932068,487.765380859375,95.23085021972656,0.9999870657920837,479.48736572265625,98.50540161132812,0.9999807476997375
57,413.84368896484375,80.82474517822266,1.0,436.7900695800781,80.35296630859375,1.0,453.0906677246094,80.99300384521484,0.9999998807907104,467.75390625,81.3000259399414,0.9999995827674866,484.1136779785156,80.52377319335938,0.9999994039535522,503.7114562988281,83.67395782470703,0.9999998211860657,526.7366333007812,90.76897430419922,0.9999967217445374,545.3112182617188,95.21813201904297,0.9999593496322632,565.0700073242188,98.5155258178711,0.9997774958610535,582.3627319335938,105.68418884277344,0.9998186230659485,454.6331481933594,70.2862319946289,0.9999983906745911,433.5340881347656,93.60953521728516,1.0,490.6310119628906,65.88092803955078,0.9999972581863403,486.18682861328125,64.20173645019531,0.9999905824661255,487.765380859375,95.22279357910156,0.9999927878379822,479.23919677734375,98.68096923828125,0.9999871253967285
58,412.6688232421875,81.02865600585938,1.0,435.26953125,80.63374328613281,0.9999998807907104,451.7253723144531,81.01400756835938,0.9999998211860657,466.6256103515625,81.57571411132812,0.999999463558197,483.1568298339844,80.82190704345703,0.9999994039535522,503.0253601074219,83.60184478759766,0.9999998807907104,526.1168212890625,90.9017562866211,0.9999973177909851,545.2875366210938,95.58489227294922,0.9999286532402039,564.8261108398438,99.42451477050781,0.9997135400772095,581.6361083984375,106.72480010986328,0.9998306035995483,454.5199890136719,70.6575698852539,0.9999985694885254,431.729736328125,95.04889678955078,0.9999995231628418,485.5928039550781,65.88092803955078,0.9999968409538269,481.9137268066406,64.20173645019531,0.9999977350234985,487.765380859375,95.21028137207031,0.9999935626983643,479.23919677734375,98.8894271850586,0.9999854564666748
59,411.7745361328125,81.30249786376953,1.0,434.8882751464844,80.77565002441406,0.9999999403953552,451.4421081542969,81.02324676513672,0.9999998211860657,466.4356689453125,81.73917388916016,0.999999463558197,482.98675537109375,80.83158874511719,0.9999994039535522,502.5501403808594,83.4940185546875,0.9999999403953552,525.61962890625,90.9017562866211,0.9999964833259583,544.9378662109375,96.18533325195312,0.9999303817749023,564.60888671875,100.4039535522461,0.9996053576469421,580.8878784179688,107.98148345947266,0.9996769428253174,454.5111389160156,70.74476623535156,0.9999990463256836,429.85162353515625,95.70701599121094,0.9999996423721313,483.0806884765625,66.28880310058594,0.9999995827674866,478.35174560546875,64.20922088623047,0.9999993443489075,487.38232421875,95.22279357910156,0.9999953508377075,479.23919677734375,98.89315795898438,0.9999837279319763
60,410.32177734375,81.3040771484375,1.0,433.70721435546875,81.03307342529297,0.9999998807907104,449.88629150390625,81.23577880859375,0.9999997019767761,464.9189453125,82.48187255859375,0.999998927116394,481.870849609375,81.37258911132812,0.9999993443489075,501.8557434082031,83.34077453613281,0.9999999403953552,524.7847290039062,90.9017562866211,0.9999935626983643,544.7732543945312,96.18533325195312,0.9999045133590698,564.2001342773438,101.2878189086914,0.9991816878318787,579.9501953125,109.64532470703125,0.9991983771324158,453.739501953125,71.4003677368164,0.9999991059303284,429.85162353515625,96.46353912353516,0.9999998807907104,479.847412109375,67.32147979736328,0.9999995231628418,474.7123107910156,64.39804077148438,0.9999995827674866,487.3424987792969,95.19359588623047,0.9999967813491821,479.38421630859375,99.00648498535156,0.9999867677688599
61,409.5627746582031,82.15869140625,1.0,432.6889343261719,81.46342468261719,0.9999998211860657,448.6546325683594,81.5450668334961,0.999999463558197,464.0806579589844,83.01012420654297,0.9999979734420776,480.8391418457031,81.9968490600586,0.9999990463256836,500.91162109375,82.92086791992188,0.9999998807907104,523.1976318359375,90.25452423095703,0.9999778866767883,544.7732543945312,96.18533325195312,0.9998398423194885,563.6585693359375,102.00654602050781,0.9989076852798462,579.7799682617188,110.9259033203125,0.998557984828949,453.1009216308594,72.0840072631836,0.9999979138374329,429.85162353515625,96.46353912353516,0.9999998807907104,475.5094909667969,67.89057159423828,0.9999997019767761,470.2626647949219,64.57424926757812,0.9999984502792358,486.9461669921875,95.16047668457031,0.9999983310699463,479.6204833984375,99.27144622802734,0.9999896287918091
62,409.4211120605469,82.95414733886719,1.0,432.366943359375,81.69625091552734,0.9999997615814209,448.2236633300781,81.65265655517578,0.9999994039535522,463.5484619140625,83.4361801147461,0.9999984502792358,480.15301513671875,82.23689270019531,0.9999985694885254,500.20013427734375,82.53277587890625,0.9999999403953552,521.6903686523438,89.35364532470703,0.9999532103538513,543.6261596679688,96.16845703125,0.9999266862869263,562.2540893554688,102.00654602050781,0.9985246658325195,578.4323120117188,111.44895935058594,0.9986934065818787,452.6191711425781,72.85537719726562,0.9999932050704956,431.1412658691406,96.46353912353516,0.9999997615814209,472.57305908203125,67.91255950927734,0.9999996423721313,467.63232421875,64.67772674560547,0.9999993443489075,486.8782043457031,95.16047668457031,0.9999986886978149,479.8548889160156,99.33869934082031,0.9999933838844299
63,409.0735778808594,84.01082611083984,1.0,432.03399658203125,82.10777282714844,0.9999997019767761,447.8258972167969,81.96694946289062,0.9999995827674866,463.5384216308594,83.60511016845703,0.9999991059303284,478.58294677734375,82.57493591308594,0.9999986290931702,499.3133544921875,82.50536346435547,0.9999998807907104,520.5128173828125,89.28157043457031,0.9999163746833801,542.7783203125,96.12722778320312,0.9999487400054932,561.392822265625,102.00654602050781,0.9982163906097412,578.1571044921875,111.44895935058594,0.9987335801124573,451.8243103027344,73.33760070800781,0.999990701675415,431.19818115234375,96.32308959960938,0.9999995827674866,470.7791442871094,67.91255950927734,0.9999994039535522,465.9915771484375,64.67772674560547,0.9999991059303284,486.6663818359375,95.06962585449219,0.9999986290931702,479.9373474121094,99.35319519042969,0.9999936819076538
64,408.0392761230469,84.80888366699219,1.0,430.83660888671875,82.8064956665039,0.9999997019767761,446.927490234375,82.09459686279297,0.9999997615814209,462.50146484375,83.70344543457031,0.9999994039535522,477.6120910644531,82.57493591308594,0.9999991655349731,498.265625,82.35529327392578,0.9999998807907104,519.1439819335938,88.83612823486328,0.9999431371688843,541.5280151367188,96.00445556640625,0.9999666810035706,560.0944213867188,101.86553955078125,0.9982326030731201,577.4080200195312,111.44895935058594,0.9990242123603821,451.2786865234375,73.33760070800781,0.9999791979789734,431.19818115234375,94.91273498535156,0.999999463558197,469.3484191894531,68.0344467163086,0.9999995827674866,464.1387939453125,65.1447982788086,0.9999979734420776,486.0491638183594,95.0191650390625,0.9999983310699463,479.9373474121094,99.35887145996094,0.9999920725822449
65,407.7654113769531,85.68148040771484,1.0,430.3045654296875,82.94943237304688,0.9999997615814209,445.9777526855469,82.2780532836914,0.9999998211860657,460.88348388671875,83.8455810546875,0.9999996423721313,476.4452819824219,82.59810638427734,0.9999994039535522,497.216064453125,82.3440170288086,0.9999996423721313,518.0791015625,88.72398376464844,0.9999608993530273,540.6312255859375,95.87435913085938,0.9999708533287048,559.1632080078125,101.75340270996094,0.9988402724266052,577.1491088867188,110.65293884277344,0.9991307854652405,450.14642333984375,73.63653564453125,0.9999669194221497,431.19818115234375,94.65072631835938,0.9999995231628418,467.28778076171875,68.59871673583984,0.9999995827674866,462.0946350097656,65.20008087158203,0.9999954104423523,485.24932861328125,94.99404907226562,0.9999970197677612,480.0054931640625,99.35887145996094,0.999982476234436
66,406.1634826660156,86.9457015991211,1.0,428.53704833984375,83.45423889160156,0.9999998211860657,444.4151611328125,82.8724594116211,0.9999998211860657,459.7557373046875,84.10896301269531,0.9999997615814209,475.5513000488281,82.59810638427734,0.999999463558197,496.6596984863281,82.16533660888672,0.999999463558197,517.5053100585938,88.47862243652344,0.9999736547470093,539.8101196289062,95.64402770996094,0.9999725818634033,558.352783203125,101.69502258300781,0.9992457628250122,576.7866821289062,109.12882995605469,0.9992535710334778,449.09893798828125,73.63653564453125,0.9999499917030334,431.19818115234375,94.53435516357422,0.9999996423721313,465.73809814453125,68.81013488769531,0.9999995827674866,460.72637939453125,65.29320526123047,0.9999972581863403,485.04107666015625,94.84222412109375,0.9999951720237732,479.8548889160156,99.35319519042969,0.9999776482582092
67,405.4918518066406,87.89596557617188,1.0,427.6422424316406,83.80413818359375,0.9999997615814209,443.9550476074219,83.35501098632812,0.9999998807907104,459.2805480957031,84.10896301269531,0.9999997615814209,475.3148193359375,82.8450927734375,0.9999997019767761,496.0081481933594,82.15430450439453,0.9999992251396179,516.5545043945312,87.82038879394531,0.9999788999557495,538.9500122070312,95.15129089355469,0.9999637007713318,557.43896484375,101.3350830078125,0.9993765354156494,576.0952758789062,109.03632354736328,0.9995468854904175,447.8255920410156,73.13505554199219,0.9999849200248718,431.22479248046875,94.36040496826172,0.9999995827674866,465.73809814453125,70.20460510253906,0.9999997019767761,460.38275146484375,66.66126251220703,0.9999992251396179,484.7472839355469,94.58283233642578,0.9999942183494568,479.8275146484375,99.31119537353516,0.9999797344207764
68,403.71002197265625,89.1046371459961,0.9999999403953552,425.9620361328125,84.11541748046875,0.9999997019767761,442.497802734375,83.97142028808594,0.9999999403953552,458.8197937011719,84.10896301269531,0.9999998211860657,474.6199951171875,82.8450927734375,0.9999997019767761,493.6175842285156,82.04129791259766,0.999998927116394,515.2935791015625,87.06941223144531,0.9999828338623047,536.8643798828125,94.27871704101562,0.9999271631240845,556.0682373046875,100.89392852783203,0.9993957281112671,574.8079223632812,109.0058822631836,0.9996275305747986,442.4573669433594,73.13505554199219,0.9999956488609314,431.65380859375,94.36040496826172,0.9999997615814209,465.6217956542969,70.2172622680664,0.9999998211860657,460.0259094238281,66.92755126953125,0.9999996423721313,483.3227233886719,94.58283233642578,0.9999950528144836,479.4809265136719,99.18224334716797,0.9999815225601196
69,401.9012451171875,90.02399444580078,0.9999998807907104,425.3461608886719,84.53257751464844,0.9999994039535522,441.335693359375,83.97142028808594,0.9999999403953552,458.0214538574219,83.46783447265625,0.9999996423721313,474.5146789550781,82.8450927734375,0.9999997615814209,492.8857727050781,82.01241302490234,0.9999991059303284,514.8807983398438,86.79853057861328,0.9999896883964539,536.2771606445312,93.73279571533203,0.9999363422393799,555.461181640625,100.36229705810547,0.9994198679924011,573.8711547851562,108.92797088623047,0.999642014503479,437.03460693359375,73.35391235351562,0.9999986290931702,431.6903991699219,94.36040496826172,0.9999998211860657,465.5126953125,70.25800323486328,0.9999999403953552,459.8973388671875,66.94636535644531,0.9999998807907104,483.245361328125,94.57184600830078,0.999996542930603,479.3467102050781,99.11939239501953,0.9999889731407166
70,400.2242126464844,91.11815643310547,0.9999997019767761,424.05572509765625,85.27496337890625,0.9999997615814209,439.8177795410156,83.97142028808594,0.9999999403953552,457.0345458984375,83.00731658935547,0.9999998807907104,473.84466552734375,82.7845230102539,0.9999997019767761,491.7687683105469,81.9130630493164,0.999999463558197,513.9808959960938,86.43396759033203,0.9999914765357971,535.10546875,93.12020111083984,0.9999193549156189,553.9431762695312,99.06700134277344,0.9991390705108643,571.8690185546875,107.91328430175781,0.9996050596237183,433.52874755859375,73.35391235351562,0.9999997019767761,431.7789306640625,95.22144317626953,0.9999996423721313,465.6217956542969,70.27000427246094,0.9999999403953552,459.4655456542969,66.99899291992188,0.9999999403953552,482.85546875,94.57184600830078,0.9999963641166687,479.0602111816406,99.11939239501953,0.9999901652336121
71,398.2643127441406,93.20020294189453,0.9999997019767761,422.36517333984375,86.04462432861328,0.9999998807907104,438.823974609375,83.94232940673828,0.9999999403953552,455.6245422363281,82.8685302734375,0.9999998807907104,473.4775390625,82.59891510009766,0.9999996423721313,490.95562744140625,81.80787658691406,0.9999995827674866,513.383056640625,86.07766723632812,0.9999942183494568,533.9714965820312,92.44888305664062,0.9999241828918457,553.3895263671875,97.80242156982422,0.9991480708122253,570.8925170898438,105.85282897949219,0.9994033575057983,429.5601501464844,74.55821228027344,0.9999988079071045,431.7892150878906,95.73841094970703,0.9999995827674866,465.6413269042969,70.25800323486328,0.9999999403953552,459.37896728515625,66.99899291992188,0.9999999403953552,482.79547119140625,94.6012191772461,0.9999973177909851,478.8371276855469,99.18224334716797,0.9999922513961792
72,396.5981750488281,94.95885467529297,0.9999998211860657,420.867919921875,86.65689849853516,0.9999998211860657,437.4288024902344,83.82368469238281,1.0,454.3214111328125,82.81340789794922,1.0,473.227783203125,81.8337173461914,0.9999997615814209,489.5111999511719,81.38499450683594,0.9999995231628418,511.8544921875,85.4172134399414,0.9999936819076538,532.2958374023438,91.656494140625,0.9999620318412781,552.2561645507812,97.07628631591797,0.9989932179450989,570.8125610351562,104.00521850585938,0.9992634654045105,424.6045227050781,75.48182678222656,0.9999978542327881,431.7892150878906,95.86325073242188,0.9999995827674866,465.6217956542969,70.25800323486328,0.9999999403953552,459.208740234375,66.99899291992188,0.9999999403953552,482.1363830566406,94.6012191772461,0.9999979734420776,478.3206481933594,99.31022644042969,0.9999938607215881
73,395.788818359375,95.25315856933594,0.9999998807907104,419.3828430175781,86.96378326416016,0.9999997615814209,436.3338623046875,83.61017608642578,0.9999998807907104,453.41326904296875,82.63003540039062,0.9999999403953552,472.8857421875,81.5916748046875,0.9999998807907104,488.69378662109375,80.95311737060547,0.9999994039535522,511.2582702636719,84.94717407226562,0.999997079372406,531.143798828125,90.8348617553711,0.9999730587005615,550.1865844726562,96.27996826171875,0.999465823173523,570.2507934570312,102.77631378173828,0.9994308352470398,419.8435363769531,75.50028228759766,0.9999998211860657,431.7892150878906,95.86325073242188,0.9999994039535522,465.5126953125,70.08223724365234,0.9999999403953552,459.208740234375,66.99899291992188,0.9999998807907104,481.2166442871094,94.57184600830078,0.9999979734420776,478.1002502441406,100.29024505615234,0.9999935030937195
74,394.4524230957031,95.29381561279297,0.9999998807907104,418.4142150878906,87.23551940917969,0.9999996423721313,435.828857421875,83.53606414794922,0.9999998807907104,452.830322265625,82.5915756225586,1.0,472.01519775390625,81.2637710571289,0.9999999403953552,488.3509826660156,80.07416534423828,0.9999995827674866,509.9892272949219,83.84457397460938,0.9999988079071045,529.9113159179688,89.44894409179688,0.9999662637710571,548.9295043945312,95.00434112548828,0.9996875524520874,568.2966918945312,101.53593444824219,0.9995152354240417,416.50970458984375,75.75531005859375,0.9999992847442627,431.6527404785156,95.86325073242188,0.9999992847442627,465.45953369140625,70.08223724365234,0.9999998807907104,459.3052062988281,67.03268432617188,0.9999998211860657,480.7928466796875,94.6012191772461,0.9999986886978149,478.0694885253906,100.30244445800781,0.9999949932098389
75,393.26171875,95.37528991699219,0.9999998211860657,417.8788146972656,87.23551940917969,0.9999993443489075,435.6880187988281,83.20218658447266,0.9999998807907104,452.7024841308594,82.38189697265625,1.0,471.7263488769531,81.12357330322266,0.9999999403953552,487.6780700683594,79.90235137939453,0.9999996423721313,509.1103210449219,83.27628326416016,0.9999991655349731,529.26318359375,87.45667266845703,0.9999521374702454,547.9635620117188,93.67833709716797,0.9997490644454956,567.06201171875,100.77487182617188,0.9996551871299744,413.8926696777344,76.2426986694336,0.9999987483024597,431.46661376953125,95.25675201416016,0.9999992251396179,465.4144287109375,69.96086883544922,0.9999998807907104,459.3052062988281,66.95289611816406,0.9999998211860657,480.4936218261719,94.50664520263672,0.9999980926513672,477.9254455566406,100.6036605834961,0.9999951124191284
76,392.8667297363281,95.46125030517578,0.9999998807907104,416.82330322265625,87.23551940917969,0.9999985098838806,434.7623291015625,83.12008666992188,0.9999998211860657,451.5886535644531,82.00768280029297,0.9999998807907104,470.57403564453125,80.76319122314453,1.0,486.5024719238281,79.74238586425781,0.9999998211860657,507.3665466308594,82.70541381835938,0.999999463558197,527.4046020507812,85.97228240966797,0.9999871850013733,545.9697265625,92.14015197753906,0.9997796416282654,565.6221923828125,100.14280700683594,0.9998573660850525,411.17620849609375,76.73820495605469,0.9999991655349731,431.4054870605469,95.25675201416016,0.9999991059303284,465.35723876953125,69.94606018066406,0.9999998807907104,459.3052062988281,66.95289611816406,0.9999998211860657,479.45574951171875,94.50664520263672,0.9999947547912598,476.9258117675781,100.81253051757812,0.9999935626983643
77,392.0399169921875,95.80783081054688,0.9999999403953552,415.7567443847656,87.06519317626953,0.999998927116394,433.8840026855469,83.03925323486328,0.9999997019767761,450.8275451660156,81.54067993164062,0.9999998807907104,469.7674865722656,80.59777069091797,1.0,485.7473449707031,79.74238586425781,0.9999998211860657,506.187744140625,82.34341430664062,0.9999994039535522,525.8814697265625,84.87177276611328,0.9999946355819702,543.5791015625,90.49461364746094,0.9997040629386902,563.2826538085938,98.14541625976562,0.9998931884765625,409.6666564941406,76.95027923583984,0.9999987483024597,431.4054870605469,95.25675201416016,0.9999985098838806,464.91888427734375,69.94606018066406,0.9999998211860657,459.3052062988281,67.03268432617188,0.9999997615814209,478.83538818359375,94.80204010009766,0.9999889731407166,476.7373352050781,101.23059844970703,0.9999886751174927
78,390.93292236328125,96.25679779052734,1.0,414.304931640625,87.06519317626953,0.9999992847442627,432.76275634765625,83.03925323486328,0.9999995231628418,449.5091857910156,81.53227233886719,0.9999998807907104,468.1793212890625,80.56890106201172,0.9999999403953552,484.2732238769531,79.74238586425781,0.9999998807907104,505.0067138671875,82.34341430664062,0.9999992251396179,525.2880249023438,84.20281982421875,0.9999964833259583,543.3800048828125,89.60778045654297,0.9995688199996948,562.8880615234375,96.97804260253906,0.9997645616531372,407.8503112792969,77.25541687011719,0.9999985694885254,431.4054870605469,95.42378234863281,0.9999980330467224,464.55194091796875,70.01737213134766,0.9999997615814209,459.1874084472656,67.1417007446289,0.9999998211860657,477.1324768066406,94.86688232421875,0.999994158744812,474.3787841796875,101.23059844970703,0.999986469745636
79,390.12384033203125,96.25679779052734,1.0,413.5103454589844,87.06519317626953,0.999999463558197,431.9769592285156,83.03925323486328,0.9999997019767761,448.5344543457031,81.53227233886719,0.9999997615814209,467.04473876953125,80.48980712890625,1.0,483.0390930175781,80.12004089355469,0.9999999403953552,504.2572937011719,82.262939453125,0.9999988079071045,524.6478881835938,83.85388946533203,0.9999976754188538,542.2499389648438,89.24176025390625,0.9997710585594177,562.33935546875,95.40998840332031,0.9998337030410767,407.2517395019531,77.79153442382812,0.9999990463256836,431.3656921386719,95.50759887695312,0.9999980926513672,464.1490783691406,69.94606018066406,0.9999998211860657,458.9093017578125,67.16963958740234,0.9999998807907104,475.43157958984375,95.17923736572266,0.9999857544898987,471.6690979003906,101.25865173339844,0.9998916983604431
80,389.8167419433594,96.25679779052734,1.0,412.3625183105469,87.14812469482422,0.9999995231628418,430.7909240722656,83.2533950805664,0.9999997615814209,447.054931640625,81.54067993164062,0.9999995231628418,465.28759765625,80.47113800048828,0.9999999403953552,482.02392578125,80.14885711669922,0.9999998807907104,503.3100891113281,82.21031951904297,0.9999984502792358,523.8216552734375,83.52803039550781,0.9999977946281433,541.3643188476562,88.65863037109375,0.999839723110199,561.7579345703125,94.99832153320312,0.9998490214347839,405.9372253417969,78.19767761230469,0.999999463558197,431.04937744140625,95.52867126464844,0.9999991059303284,463.840087890625,69.9347915649414,0.9999998807907104,458.831787109375,67.85653686523438,0.9999999403953552,473.7709655761719,95.96428680419922,0.9999971389770508,469.5696716308594,101.26245880126953,0.9999890923500061
81,388.2765197753906,95.98601531982422,1.0,411.0663146972656,87.18412780761719,0.9999996423721313,429.2663269042969,83.3780288696289,0.9999998211860657,446.8439025878906,81.55460357666016,0.9999997019767761,464.2547302246094,79.84542846679688,0.9999999403953552,480.8031921386719,80.25978088378906,0.9999998211860657,502.318115234375,82.34341430664062,0.9999992251396179,523.6685791015625,83.52803039550781,0.9999979138374329,540.7415771484375,88.58490753173828,0.9998741745948792,561.7579345703125,94.99832153320312,0.9998306632041931,403.76251220703125,78.32666778564453,0.9999995827674866,430.6493225097656,95.52867126464844,0.9999991059303284,463.5655822753906,69.78221130371094,0.9999998807907104,458.7016906738281,68.35836029052734,0.9999999403953552,471.7458801269531,96.30319213867188,0.999994158744812,463.8568420410156,101.26245880126953,0.9999828338623047
82,387.06427001953125,95.5452880859375,0.9999999403953552,409.7709655761719,87.18412780761719,0.999999463558197,427.7930603027344,83.3780288696289,0.9999998807907104,445.3144226074219,81.75816345214844,0.9999998807907104,462.6756896972656,79.4154281616211,0.9999999403953552,479.8077087402344,80.25978088378906,0.9999997615814209,501.6524353027344,82.40239715576172,0.999999463558197,523.6405029296875,83.52803039550781,0.999998152256012,540.68310546875,88.47357940673828,0.999854326248169,561.0513305664062,94.99832153320312,0.999769926071167,402.4666442871094,78.58233642578125,0.9999995827674866,430.5245361328125,95.52867126464844,0.9999990463256836,463.3029479980469,69.71539306640625,0.9999998807907104,458.6678771972656,68.73392486572266,0.9999999403953552,468.2039794921875,96.50200653076172,0.9999969601631165,459.8931884765625,101.26546478271484,0.9999791383743286
83,385.6943054199219,95.46329498291016,0.9999999403953552,408.675048828125,87.18412780761719,0.9999990463256836,426.65679931640625,83.40386962890625,0.9999998211860657,444.1153869628906,81.84447479248047,0.9999999403953552,461.42083740234375,79.3292465209961,0.9999999403953552,478.1654357910156,80.25978088378906,0.9999996423721313,501.0529479980469,82.40239715576172,0.9999995231628418,523.5098266601562,83.66301727294922,0.9999978542327881,540.5272827148438,88.47357940673828,0.9998323321342468,560.9791259765625,95.35726165771484,0.9997650384902954,401.7152099609375,78.60198974609375,0.9999995827674866,430.0116271972656,95.96507263183594,0.999998927116394,462.9100646972656,69.52578735351562,0.9999998807907104,458.3970642089844,68.73392486572266,0.9999999403953552,464.868896484375,97.98516845703125,0.9999924898147583,456.9551696777344,101.87785339355469,0.999971330165863
84,384.3117370605469,95.37033081054688,0.9999998211860657,407.87933349609375,87.15135192871094,0.9999993443489075,425.3149108886719,83.40386962890625,0.9999997615814209,442.2469787597656,81.84447479248047,0.9999999403953552,460.2617492675781,79.3292465209961,0.9999999403953552,476.8739013671875,80.32192993164062,0.9999998211860657,500.2169189453125,82.47418212890625,0.9999995827674866,522.7550659179688,83.67980194091797,0.9999973773956299,539.9078369140625,88.55158996582031,0.9998424053192139,560.9523315429688,95.37870025634766,0.9998640418052673,400.25946044921875,78.67874145507812,0.9999994039535522,429.3199462890625,95.96507263183594,0.9999988675117493,462.4002990722656,69.13253784179688,0.9999998807907104,457.85223388671875,68.73392486572266,0.9999999403953552,461.14227294921875,98.73345947265625,0.9999988079071045,452.765869140625,102.5531997680664,0.9999703168869019
