scorer,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000
bodyparts,head,head,head,spine 1,spine 1,spine 1,spine 2,spine 2,spine 2,spine 3,spine 3,spine 3,spine 4,spine 4,spine 4,base,base,base,tail 25,tail 25,tail 25,tail 50,tail 50,tail 50,tail 75,tail 75,tail 75,tail 100,tail 100,tail 100,lForepaw,lForepaw,lForepaw,rForepaw,rForepaw,rForepaw,lHindpaw,lHindpaw,lHindpaw,lHindfingers,lHindfingers,lHindfingers,rHindpaw,rHindpaw,rHindpaw,rHindfingers,rHindfingers,rHindfingers
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
252,224.45526123046875,71.79088592529297,0.9999995827674866,248.00982666015625,76.01750946044922,0.9999992251396179,265.95233154296875,79.6478042602539,0.9999997615814209,283.7332458496094,81.07093048095703,0.9999995827674866,302.1714782714844,82.8443832397461,0.9999991059303284,322.5263671875,82.89080047607422,1.0,344.3266296386719,86.60711669921875,0.9999969601631165,367.198974609375,92.14518737792969,0.9999743103981018,386.0166931152344,96.91344451904297,0.9994744658470154,404.94769287109375,106.1681900024414,0.9998747706413269,267.6739807128906,72.67755126953125,0.999998152256012,247.5289306640625,85.65859985351562,1.0,291.2630615234375,70.77893829345703,0.9999998211860657,285.27490234375,67.91446685791016,0.9999996423721313,311.3471984863281,96.9781723022461,0.9999969005584717,307.87542724609375,101.99713897705078,0.9999940991401672
253,223.5360565185547,71.79693603515625,0.9999988079071045,246.70596313476562,75.97471618652344,0.9999996423721313,265.3229064941406,79.20094299316406,0.9999997019767761,283.6406555175781,80.6156234741211,0.9999995231628418,302.1553955078125,82.68270874023438,0.9999992847442627,322.28131103515625,82.89183044433594,1.0,344.0179748535156,86.71896362304688,0.9999963641166687,366.40594482421875,92.15797424316406,0.9999783039093018,385.3407287597656,97.076416015625,0.9993574619293213,403.8547058105469,106.68891906738281,0.9998610615730286,263.67169189453125,71.55207824707031,0.9999995827674866,247.29103088378906,85.4402847290039,1.0,291.4629821777344,70.77893829345703,0.9999998807907104,284.8848876953125,67.91446685791016,0.9999998211860657,311.1065673828125,96.81175994873047,0.9999974370002747,307.7584533691406,101.99713897705078,0.9999966025352478
254,222.26869201660156,71.8155288696289,0.9999995231628418,245.731201171875,75.63450622558594,0.9999998211860657,264.7469787597656,78.53919219970703,0.9999995231628418,283.1682434082031,79.95975494384766,0.9999994039535522,302.0682067871094,82.61078643798828,0.999999463558197,321.6007995605469,82.96942901611328,1.0,343.9976806640625,87.27240753173828,0.9999971389770508,365.74151611328125,92.1995849609375,0.9999802708625793,385.23907470703125,96.91344451904297,0.9994646906852722,403.2755432128906,106.82518768310547,0.9997978806495667,261.5382995605469,69.3711166381836,0.9999998807907104,247.29103088378906,85.4402847290039,1.0,291.5142517089844,70.61869049072266,0.9999998807907104,284.7167053222656,67.91571044921875,0.9999998211860657,311.0445556640625,96.40543365478516,0.9999972581863403,307.3916015625,101.97347259521484,0.9999958872795105
255,221.22738647460938,72.02831268310547,0.9999996423721313,245.1227264404297,75.56256103515625,0.9999998807907104,264.162353515625,78.42230224609375,0.9999995231628418,282.4016418457031,79.80834197998047,0.9999992251396179,301.69384765625,82.58342742919922,0.9999995827674866,320.72015380859375,83.1227798461914,0.9999998807907104,342.8231506347656,87.3940200805664,0.9999980330467224,364.5701599121094,92.31816864013672,0.9999827146530151,384.1795349121094,96.91344451904297,0.9996306896209717,402.2677001953125,106.92265319824219,0.9997470378875732,258.420166015625,68.76436614990234,0.9999998807907104,247.29103088378906,85.14457702636719,1.0,291.7289123535156,70.56254577636719,0.9999999403953552,284.67694091796875,68.15048217773438,0.9999998807907104,310.955322265625,96.36812591552734,0.9999977350234985,306.9126892089844,101.87757110595703,0.9999958276748657
256,219.9684600830078,72.02831268310547,0.9999996423721313,244.18653869628906,75.52767944335938,0.9999999403953552,263.38348388671875,78.16163635253906,0.9999998211860657,281.7763366699219,79.3928451538086,0.999998927116394,301.2606201171875,82.52526092529297,0.9999996423721313,320.164306640625,83.3204574584961,0.9999999403953552,341.62042236328125,87.6467514038086,0.9999983906745911,363.110107421875,92.33751678466797,0.9999846816062927,382.35638427734375,97.08959197998047,0.999721109867096,400.5345764160156,106.92265319824219,0.9996620416641235,254.79937744140625,67.89669036865234,0.9999993443489075,247.35720825195312,85.14457702636719,0.9999999403953552,291.7289123535156,70.56254577636719,0.9999998807907104,284.67547607421875,68.15716552734375,0.9999998211860657,310.6962890625,96.1838150024414,0.999998152256012,306.8058166503906,101.87757110595703,0.9999956488609314
257,219.64732360839844,72.05801391601562,0.9999997019767761,243.50758361816406,75.1954574584961,0.9999998807907104,262.68048095703125,77.6244888305664,0.9999998807907104,281.2529296875,79.26056671142578,0.9999990463256836,301.13671875,82.42897033691406,0.9999995827674866,319.7965087890625,83.44286346435547,0.9999998807907104,341.1550598144531,88.39212036132812,0.9999980330467224,362.3721008300781,92.5359115600586,0.9999853372573853,381.3556213378906,97.08959197998047,0.9997686147689819,400.419921875,106.92265319824219,0.9996432065963745,253.17095947265625,66.68035888671875,0.999999463558197,247.74716186523438,85.18170166015625,0.9999999403953552,291.7289123535156,70.56254577636719,0.9999998807907104,284.6432189941406,68.15716552734375,0.9999998211860657,310.594970703125,96.132080078125,0.9999982118606567,306.6336364746094,101.87757110595703,0.999995768070221
258,218.48831176757812,72.10205078125,0.9999996423721313,242.84072875976562,75.1954574584961,0.9999999403953552,261.99310302734375,77.55393981933594,0.9999998807907104,280.6901550292969,79.2454833984375,0.9999992251396179,300.4122619628906,82.39623260498047,0.9999995827674866,319.0889892578125,83.44286346435547,0.9999997019767761,340.3346862792969,88.57893371582031,0.9999980926513672,361.42755126953125,92.74564361572266,0.9999823570251465,380.396484375,97.08959197998047,0.9997625350952148,399.88720703125,106.92265319824219,0.9996303915977478,250.26121520996094,66.01648712158203,0.9999992847442627,247.8448944091797,85.18170166015625,0.9999998807907104,291.6930236816406,70.59241485595703,0.9999998807907104,284.20166015625,68.15716552734375,0.9999997615814209,309.9791564941406,96.12440490722656,0.9999987483024597,306.2314758300781,101.84867858886719,0.9999969601631165
259,218.29347229003906,72.11853790283203,0.9999995827674866,242.2570343017578,75.15748596191406,0.9999998807907104,261.2989196777344,77.34148406982422,0.9999998211860657,279.9381408691406,79.07621765136719,0.9999994039535522,299.47857666015625,82.29107666015625,0.9999996423721313,317.9749755859375,83.44286346435547,0.9999995827674866,339.2510070800781,88.70507049560547,0.9999977946281433,360.06298828125,92.81024169921875,0.9999733567237854,379.3389587402344,97.5501937866211,0.999745786190033,399.39984130859375,107.07750701904297,0.9997954368591309,248.45645141601562,65.14462280273438,0.999997079372406,247.8448944091797,85.14457702636719,0.9999998211860657,290.9453430175781,70.59241485595703,0.9999998807907104,283.55340576171875,68.13803100585938,0.9999997615814209,309.2013854980469,96.0877456665039,0.999998927116394,305.8963317871094,101.84867858886719,0.999996542930603
260,217.7617950439453,72.11853790283203,0.9999995827674866,241.27801513671875,75.15748596191406,0.9999998211860657,260.18658447265625,76.97525787353516,0.9999998807907104,278.7762756347656,78.89897155761719,0.9999994039535522,298.3382568359375,81.98536682128906,0.9999995827674866,317.5992431640625,83.38807678222656,0.9999995827674866,338.78607177734375,88.85842895507812,0.9999974370002747,359.374755859375,93.0630111694336,0.999963641166687,378.4943542480469,98.12307739257812,0.999657392501831,398.1371154785156,107.87581634521484,0.9998353123664856,245.41329956054688,64.92648315429688,0.9999994039535522,247.8448944091797,85.15872955322266,0.9999998807907104,290.8775634765625,70.59241485595703,0.9999998807907104,283.408203125,67.98658752441406,0.9999997019767761,308.4120788574219,96.0877456665039,0.9999991059303284,305.478759765625,101.84867858886719,0.999997615814209
261,216.7555694580078,72.5609130859375,0.9999994039535522,240.37747192382812,75.22090911865234,0.9999995231628418,259.4839782714844,76.6794662475586,0.9999998807907104,278.0710144042969,78.70612335205078,0.999999463558197,297.77545166015625,81.67183685302734,0.999999463558197,316.53369140625,83.13321685791016,0.9999995827674866,338.2482604980469,88.8831558227539,0.9999966025352478,358.96478271484375,93.63680267333984,0.999945342540741,377.6016540527344,98.47112274169922,0.999349057674408,396.71331787109375,109.50343322753906,0.9998265504837036,244.41317749023438,64.92648315429688,0.9999992847442627,247.62017822265625,85.1001968383789,0.9999998807907104,290.8775634765625,70.46192932128906,0.9999998807907104,283.3363342285156,67.8856430053711,0.9999997019767761,307.73809814453125,96.12440490722656,0.9999986290931702,305.1826477050781,102.02438354492188,0.9999972581863403
262,216.0458984375,73.51136016845703,0.9999996423721313,239.1929168701172,75.9009017944336,0.9999990463256836,258.78192138671875,76.58977508544922,0.9999998807907104,277.1338806152344,78.40888214111328,0.999999463558197,297.1186218261719,81.45445251464844,0.9999994039535522,315.1476745605469,82.83097839355469,0.9999996423721313,337.3665771484375,88.8831558227539,0.9999943375587463,357.7148742675781,93.88599395751953,0.9999475479125977,376.87689208984375,99.8092041015625,0.9990977644920349,395.63140869140625,110.4018325805664,0.9997341632843018,241.60389709472656,64.92648315429688,0.9999992847442627,247.5679473876953,85.1001968383789,0.9999998807907104,290.8775634765625,70.38606262207031,0.9999998807907104,283.3363342285156,67.85415649414062,0.9999996423721313,306.56884765625,96.25623321533203,0.9999967217445374,305.1065979003906,102.52236938476562,0.9999939799308777
263,215.10952758789062,73.98497009277344,0.9999997615814209,238.21853637695312,76.0545654296875,0.999998927116394,258.2774353027344,76.30634307861328,0.9999998211860657,276.4203796386719,78.33416748046875,0.999999463558197,297.0782165527344,80.94906616210938,0.9999996423721313,313.999755859375,82.74986267089844,0.9999997019767761,336.5072021484375,88.8796615600586,0.999989926815033,356.34619140625,93.93521118164062,0.9999574422836304,375.5756530761719,99.85479736328125,0.9992988109588623,393.68365478515625,111.16979217529297,0.9996402859687805,239.8784637451172,65.51692199707031,0.9999909400939941,247.50692749023438,85.15872955322266,0.9999998807907104,290.8775634765625,70.38606262207031,0.9999998211860657,283.3363342285156,67.80523681640625,0.9999996423721313,305.32696533203125,96.25623321533203,0.9999910593032837,303.1361999511719,102.53062438964844,0.9999614953994751
264,214.507568359375,74.25263977050781,0.9999998807907104,237.28497314453125,76.08373260498047,0.9999989867210388,257.1405334472656,75.9865951538086,0.9999997019767761,275.1674499511719,78.23421478271484,0.9999994039535522,296.0406188964844,80.94906616210938,0.9999998807907104,313.21734619140625,82.74986267089844,0.9999997615814209,336.2192687988281,88.8796615600586,0.9999910593032837,354.8858642578125,93.97867584228516,0.9999649524688721,374.5871887207031,100.18316650390625,0.9994387030601501,392.2558288574219,111.59611511230469,0.9995876550674438,237.18463134765625,65.51692199707031,0.9999979734420776,247.19924926757812,85.4229736328125,0.9999998807907104,290.8775634765625,70.38606262207031,0.9999998807907104,283.337646484375,67.78829193115234,0.9999995827674866,303.941650390625,96.25623321533203,0.9999917149543762,301.7237548828125,102.53062438964844,0.9999641180038452
265,213.78553771972656,74.53300476074219,0.9999999403953552,236.894287109375,76.08373260498047,0.9999988675117493,256.818603515625,75.9865951538086,0.9999997019767761,274.658447265625,78.06297302246094,0.999999463558197,295.2610778808594,80.86426544189453,0.9999998807907104,312.1313171386719,82.74986267089844,0.9999999403953552,335.32666015625,88.84298706054688,0.999992847442627,354.0817565917969,93.93521118164062,0.9999581575393677,373.8125305175781,100.18316650390625,0.9995232224464417,391.2980651855469,111.91390228271484,0.9996439814567566,236.55889892578125,65.51692199707031,0.9999973177909851,247.04721069335938,85.4229736328125,0.9999998807907104,290.39849853515625,70.54979705810547,0.9999998807907104,283.337646484375,67.80523681640625,0.9999996423721313,302.58245849609375,96.46424102783203,0.9999819397926331,299.6411437988281,102.53062438964844,0.9999516010284424
266,213.38189697265625,74.95784759521484,0.9999999403953552,236.2941131591797,76.0545654296875,0.9999991059303284,256.0934143066406,75.9865951538086,0.9999995827674866,273.753662109375,77.83616638183594,0.9999994039535522,294.18310546875,80.86426544189453,1.0,310.71221923828125,82.82564544677734,1.0,334.545166015625,88.84298706054688,0.9999939799308777,353.3497009277344,93.93521118164062,0.999953031539917,372.933349609375,100.18316650390625,0.9994826912879944,390.69451904296875,111.91390228271484,0.9997581243515015,235.31455993652344,65.51692199707031,0.9999980926513672,246.84922790527344,85.4229736328125,0.9999998807907104,290.2437744140625,70.63375854492188,0.9999998211860657,283.3808288574219,67.82994842529297,0.9999997019767761,300.8125915527344,96.96622467041016,0.9999639987945557,297.8778381347656,102.53062438964844,0.9998418688774109
267,212.81224060058594,75.59233856201172,0.9999999403953552,235.79815673828125,75.76028442382812,0.9999992251396179,255.30111694335938,76.23046112060547,0.9999989867210388,272.3581848144531,77.81045532226562,0.9999992251396179,292.24444580078125,80.86426544189453,1.0,309.12347412109375,83.17474365234375,1.0,332.597412109375,88.84298706054688,0.9999944567680359,352.04107666015625,93.97867584228516,0.9999269247055054,371.77911376953125,99.84740447998047,0.999424934387207,390.12725830078125,111.91390228271484,0.9997878670692444,234.67930603027344,65.51692199707031,0.9999980926513672,246.457763671875,85.40677642822266,0.9999998807907104,289.79876708984375,70.6864242553711,0.9999997615814209,283.3808288574219,67.82994842529297,0.9999997019767761,297.5773010253906,97.67158508300781,0.9999923706054688,293.2320556640625,102.53062438964844,0.9999574422836304
268,212.35195922851562,76.58161163330078,0.9999999403953552,235.01541137695312,75.76028442382812,0.9999995231628418,254.10845947265625,76.23046112060547,0.9999990463256836,271.4697265625,77.81045532226562,0.9999989867210388,290.5267639160156,80.81775665283203,0.9999999403953552,307.60821533203125,83.19852447509766,1.0,330.4054260253906,89.58866882324219,0.9999938011169434,351.66351318359375,95.11071014404297,0.9999576210975647,370.0853576660156,99.6211166381836,0.9994404315948486,389.4909973144531,111.08365631103516,0.9998748898506165,233.5130615234375,65.8865966796875,0.9999987483024597,246.3618621826172,85.2921371459961,0.9999999403953552,289.5845947265625,70.68760681152344,0.9999997019767761,283.7139892578125,68.30619049072266,0.9999995231628418,296.18768310546875,97.90958404541016,0.9999915361404419,289.516845703125,102.50926971435547,0.9999912977218628
269,210.7935028076172,77.63867950439453,0.9999998211860657,233.69265747070312,75.76028442382812,0.999999463558197,252.73995971679688,76.23046112060547,0.9999988079071045,270.76092529296875,77.6712417602539,0.9999991655349731,289.126708984375,80.73390197753906,0.9999998211860657,306.1244812011719,83.24803924560547,1.0,329.3247375488281,90.2146224975586,0.9999935030937195,350.748291015625,95.11071014404297,0.9999691247940063,369.6040344238281,99.6211166381836,0.9994545578956604,388.4996643066406,111.08365631103516,0.9998705983161926,232.0492706298828,66.94671630859375,0.9999982714653015,246.19837951660156,85.1478042602539,0.9999999403953552,289.5602722167969,70.99613189697266,0.9999997019767761,283.970947265625,69.2261734008789,0.9999996423721313,291.9956970214844,97.93830108642578,0.9999963045120239,283.81976318359375,102.75618743896484,0.9999586939811707
270,209.267578125,78.26817321777344,0.9999995231628418,233.1826171875,75.95122528076172,0.9999993443489075,251.46340942382812,76.04546356201172,0.9999985098838806,268.9290771484375,77.62992858886719,0.9999995827674866,287.8336181640625,80.07626342773438,0.9999997615814209,304.99298095703125,83.24803924560547,0.9999999403953552,328.484375,90.46233367919922,0.9999926090240479,350.0310974121094,95.28791809082031,0.9999731779098511,369.2489013671875,99.6211166381836,0.999360203742981,387.5787048339844,111.08365631103516,0.9997991919517517,230.19500732421875,67.34291076660156,0.9999996423721313,246.17234802246094,85.03328704833984,0.9999998807907104,289.3147277832031,70.99613189697266,0.9999997019767761,283.9730529785156,69.60899353027344,0.9999997615814209,289.4064636230469,98.34510040283203,0.9999933838844299,281.42767333984375,102.57447052001953,0.9999672770500183
271,207.9805145263672,78.46414947509766,0.9999983906745911,232.1215057373047,75.97286224365234,0.9999996423721313,249.8072509765625,75.7718734741211,0.9999980926513672,267.0625,77.62992858886719,0.9999996423721313,285.9050598144531,79.30023193359375,0.9999998211860657,303.45074462890625,83.35967254638672,0.9999997615814209,327.57183837890625,90.64828491210938,0.9999938011169434,349.71771240234375,95.38436889648438,0.9999836087226868,368.35302734375,100.17079162597656,0.9995601177215576,386.6776123046875,111.24236297607422,0.9996362924575806,228.91241455078125,67.50577545166016,0.9999995827674866,245.665283203125,85.03328704833984,0.9999998807907104,289.2735900878906,70.99613189697266,0.9999996423721313,283.9730529785156,69.60899353027344,0.9999997019767761,287.4696960449219,98.2270278930664,0.9999951124191284,278.8624267578125,102.50926971435547,0.9999878406524658
272,206.01486206054688,79.06999969482422,0.999999463558197,230.391845703125,76.77413940429688,0.9999997615814209,248.5497283935547,75.68919372558594,0.9999973773956299,265.7423095703125,77.57077026367188,0.9999992251396179,284.291748046875,79.30023193359375,0.9999998807907104,302.3175048828125,83.35967254638672,0.9999998211860657,326.6249694824219,90.71311950683594,0.9999951124191284,348.5570373535156,95.59117889404297,0.9999889135360718,367.28009033203125,100.68376922607422,0.999488115310669,385.4683532714844,111.24236297607422,0.9992225170135498,226.02151489257812,68.19326782226562,0.9999994039535522,245.665283203125,85.03328704833984,0.9999998807907104,288.9031982421875,70.69353485107422,0.9999995827674866,283.970947265625,69.60899353027344,0.9999997019767761,285.0203857421875,98.2270278930664,0.9999977946281433,276.1225891113281,102.50926971435547,0.9999951124191284
273,205.2112274169922,79.35201263427734,0.9999996423721313,229.19725036621094,76.91973876953125,0.9999997615814209,247.6845245361328,75.48454284667969,0.999998152256012,264.8832702636719,77.57077026367188,0.9999985098838806,283.5449523925781,79.30023193359375,0.9999998807907104,300.8503112792969,83.35967254638672,0.9999997615814209,326.0459899902344,90.82878112792969,0.9999938607215881,348.07940673828125,95.59117889404297,0.9999916553497314,366.58270263671875,101.25372314453125,0.9994562864303589,385.0279235839844,111.3598861694336,0.9994724988937378,224.1012420654297,68.5011978149414,0.9999989867210388,245.665283203125,85.03968048095703,0.9999999403953552,288.4760437011719,70.69353485107422,0.9999994039535522,283.88336181640625,69.38641357421875,0.9999996423721313,281.1439208984375,98.2270278930664,0.9999948740005493,272.02813720703125,101.62960815429688,0.9999881982803345
274,203.9806365966797,79.51311492919922,0.9999997019767761,228.06646728515625,77.18827819824219,0.9999995827674866,246.73538208007812,75.48454284667969,0.9999985098838806,264.21142578125,77.57077026367188,0.9999982714653015,282.5425720214844,79.32040405273438,0.9999998211860657,299.3570861816406,83.61788177490234,0.9999997019767761,325.2030334472656,91.13861083984375,0.9999958276748657,347.1642761230469,95.74543762207031,0.9999915957450867,365.9195556640625,101.38170623779297,0.9995415806770325,384.260009765625,111.3598861694336,0.9996716976165771,222.93466186523438,70.04861450195312,0.9999993443489075,246.0463104248047,85.20941925048828,0.9999999403953552,288.2933044433594,70.58491516113281,0.9999992251396179,283.7029113769531,69.27992248535156,0.9999995231628418,278.8580322265625,97.97648620605469,0.9999988079071045,269.61737060546875,101.61852264404297,0.9999925494194031
275,202.54183959960938,79.87220764160156,0.9999996423721313,226.87454223632812,77.50688934326172,0.9999988079071045,245.95480346679688,75.48454284667969,0.9999986886978149,263.79278564453125,77.88420104980469,0.9999986290931702,281.951416015625,79.32960510253906,0.9999997615814209,298.2819519042969,83.96110534667969,0.9999995827674866,324.3954772949219,91.74468231201172,0.9999966025352478,346.2999267578125,96.24800872802734,0.9999907612800598,365.26739501953125,101.75492858886719,0.9995161890983582,383.5570373535156,111.3598861694336,0.9997327923774719,220.7493896484375,70.39126586914062,0.999999463558197,246.0463104248047,85.83037567138672,0.9999998807907104,287.96966552734375,70.55329132080078,0.9999986886978149,283.7029113769531,69.03767395019531,0.9999992251396179,275.58819580078125,97.90385437011719,0.9999979734420776,265.513916015625,101.44993591308594,0.9999918937683105
276,201.33612060546875,80.44828033447266,0.9999997019767761,225.65159606933594,77.71833038330078,0.9999979734420776,244.91195678710938,75.53311157226562,0.9999988675117493,262.9051818847656,77.97123718261719,0.9999992251396179,281.6043701171875,79.32960510253906,0.9999995231628418,297.3599853515625,84.13174438476562,0.999999463558197,323.24163818359375,92.38839721679688,0.9999962449073792,344.6506652832031,96.67958068847656,0.9999850392341614,363.76708984375,101.96481323242188,0.9994873404502869,382.3810119628906,111.42469024658203,0.9997816681861877,219.18548583984375,70.91151428222656,0.9999996423721313,246.0463104248047,86.330810546875,0.9999998807907104,287.6871032714844,70.58491516113281,0.9999978542327881,283.7029113769531,68.53504180908203,0.9999988675117493,271.9560546875,97.72496795654297,0.9999879598617554,262.029296875,101.23858642578125,0.999995768070221
277,200.45285034179688,81.02701568603516,0.9999998211860657,224.8726348876953,78.00115966796875,0.9999963641166687,244.19638061523438,75.93793487548828,0.9999987483024597,262.183837890625,78.00557708740234,0.9999992847442627,280.9898376464844,79.32960510253906,0.999998927116394,297.13525390625,84.13174438476562,0.9999990463256836,322.5434875488281,92.80133056640625,0.9999938011169434,343.49798583984375,96.93292236328125,0.9999759793281555,362.9133605957031,102.1833267211914,0.9994065165519714,381.04498291015625,112.0335464477539,0.9997922778129578,217.6284942626953,71.33843994140625,0.999999463558197,245.295654296875,86.7710952758789,0.9999998211860657,287.5964050292969,70.68132781982422,0.9999968409538269,283.9482421875,68.1578140258789,0.9999985694885254,268.7177429199219,96.86629486083984,0.9999818801879883,258.5208435058594,99.6209487915039,0.999993085861206
278,199.22042846679688,81.38843536376953,0.9999999403953552,223.75643920898438,78.66661834716797,0.999997079372406,242.93096923828125,76.0259017944336,0.9999985098838806,261.4345703125,78.0383071899414,0.9999994039535522,280.452880859375,79.15719604492188,0.9999986886978149,296.44879150390625,84.12415313720703,0.9999993443489075,321.4720153808594,92.80133056640625,0.9999918341636658,343.0188293457031,97.2655258178711,0.9999681711196899,361.90130615234375,102.20320892333984,0.9992979168891907,380.2249755859375,112.34104919433594,0.9997991919517517,216.65371704101562,71.69676208496094,0.9999991059303284,244.52981567382812,87.06809997558594,0.9999998211860657,287.5816650390625,70.55329132080078,0.999996542930603,283.9482421875,67.80733489990234,0.9999983906745911,265.1348876953125,96.6849594116211,0.9999318718910217,255.52085876464844,99.287109375,0.9999675154685974
279,198.36798095703125,81.67882537841797,1.0,223.2056884765625,79.13581848144531,0.9999974370002747,241.9768829345703,76.08951568603516,0.9999980926513672,260.6903076171875,78.07113647460938,0.9999992847442627,279.92950439453125,79.06615447998047,0.9999983906745911,295.7530822753906,83.98749542236328,0.9999992847442627,320.6790466308594,92.80133056640625,0.9999874830245972,342.0693054199219,97.42405700683594,0.9999721050262451,361.2303771972656,102.20320892333984,0.9989199638366699,378.8431701660156,112.83919525146484,0.9998071789741516,215.4220733642578,72.22315979003906,0.9999979138374329,243.2743682861328,87.49591064453125,0.9999997019767761,287.49127197265625,70.50260925292969,0.9999960660934448,284.00054931640625,67.59149169921875,0.9999980926513672,262.6297302246094,96.63988494873047,0.9999250769615173,252.71263122558594,99.10528564453125,0.9998253583908081
280,197.50917053222656,82.18704986572266,1.0,222.30543518066406,79.75599670410156,0.9999979138374329,241.1454620361328,76.47093200683594,0.9999974966049194,260.1528625488281,78.0383071899414,0.9999993443489075,278.5274353027344,78.91023254394531,0.9999986886978149,294.757568359375,84.0042495727539,0.9999994039535522,319.94793701171875,92.43856048583984,0.9999863505363464,340.87774658203125,97.45345306396484,0.9999757409095764,360.4058837890625,102.20320892333984,0.9990969300270081,378.34722900390625,113.083251953125,0.9997901916503906,214.3792266845703,73.12273406982422,0.9999988675117493,242.59471130371094,87.91211700439453,0.9999995827674866,286.93292236328125,70.12293243408203,0.9999954104423523,284.00054931640625,67.28197479248047,0.9999980330467224,260.6735534667969,96.2972183227539,0.9996520280838013,250.63772583007812,99.02066040039062,0.9995261430740356
281,196.15040588378906,82.67308807373047,1.0,220.6892852783203,79.7771224975586,0.9999987483024597,240.44459533691406,76.48738098144531,0.9999969601631165,259.4288635253906,78.07113647460938,0.999999463558197,277.5003356933594,78.91023254394531,0.9999989867210388,293.9449768066406,84.0042495727539,0.9999994039535522,318.9908142089844,92.43856048583984,0.9999924898147583,339.57208251953125,97.47322845458984,0.9999784231185913,359.4817199707031,102.18761444091797,0.9992908239364624,377.7071228027344,113.19584655761719,0.9998054504394531,213.04891967773438,73.12273406982422,0.9999992847442627,242.343505859375,88.0009765625,0.9999994039535522,286.61572265625,70.11920928955078,0.9999968409538269,283.946044921875,67.10082244873047,0.9999986886978149,259.88824462890625,95.76062774658203,0.9975525140762329,249.75698852539062,99.10528564453125,0.9986975789070129
