scorer,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000
bodyparts,head,head,head,spine 1,spine 1,spine 1,spine 2,spine 2,spine 2,spine 3,spine 3,spine 3,spine 4,spine 4,spine 4,base,base,base,tail 25,tail 25,tail 25,tail 50,tail 50,tail 50,tail 75,tail 75,tail 75,tail 100,tail 100,tail 100,shoulder,shoulder,shoulder,elbow,elbow,elbow,wrist,wrist,wrist,lForepaw,lForepaw,lForepaw,hip,hip,hip,knee,knee,knee,anckle,anckle,anckle,lHindpaw,lHindpaw,lHindpaw,lHindfingers,lHindfingers,lHindfingers
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,480.5260009765625,135.90863037109375,0.9999997615814209,505.9165954589844,111.09573364257812,0.9999971985816956,525.7037963867188,100.80977630615234,0.9999926686286926,546.2973022460938,99.74202728271484,0.9999953508377075,562.28076171875,108.58465576171875,0.9999992251396179,578.2274169921875,119.27841186523438,0.9999990463256836,600.5507202148438,116.71660614013672,0.9999809265136719,623.8763427734375,107.07393646240234,0.9997031688690186,648.84619140625,103.27468872070312,0.9965077042579651,662.709716796875,100.3549575805664,0.4120183289051056,524.7755126953125,122.64604949951172,0.9999927282333374,527.78515625,131.01959228515625,0.9999814629554749,527.6597290039062,139.34133911132812,0.9999880194664001,520.8641357421875,143.38832092285156,0.9999637007713318,549.5675048828125,112.79630279541016,0.9999991655349731,549.7657470703125,133.0513458251953,0.9999988675117493,569.2467651367188,124.34762573242188,0.9999889135360718,570.1755981445312,130.20082092285156,0.9999869465827942,570.5164794921875,139.6392059326172,0.9999768137931824
1,480.5260009765625,135.90863037109375,0.9999997019767761,505.9165954589844,111.09573364257812,0.9999976754188538,525.7037963867188,100.80977630615234,0.9999943375587463,546.2973022460938,99.74202728271484,0.999995231628418,562.28076171875,108.58465576171875,0.9999991655349731,578.2274169921875,119.38239288330078,0.9999982714653015,600.5507202148438,117.52915954589844,0.9999704957008362,623.8763427734375,108.31771087646484,0.9993829131126404,648.84619140625,103.76105499267578,0.9971854090690613,662.709716796875,100.74972534179688,0.7493399381637573,524.7755126953125,122.64604949951172,0.9999936819076538,527.796630859375,131.71253967285156,0.9999831318855286,527.8180541992188,139.34133911132812,0.9999862909317017,521.07666015625,143.38832092285156,0.9999505877494812,549.5675048828125,112.91422271728516,0.9999974966049194,549.7657470703125,133.0513458251953,0.999997615814209,569.2467651367188,124.555908203125,0.9999890923500061,570.1755981445312,130.20082092285156,0.999966561794281,570.5164794921875,139.6392059326172,0.9997112154960632
2,480.5260009765625,136.00160217285156,0.9999997019767761,505.9165954589844,111.11103820800781,0.9999970197677612,525.7037963867188,100.80977630615234,0.9999952912330627,546.2973022460938,99.74202728271484,0.9999938607215881,562.28076171875,108.58465576171875,0.9999987483024597,578.2274169921875,119.41787719726562,0.999997615814209,600.5507202148438,117.8088607788086,0.9999455213546753,623.8763427734375,109.92237854003906,0.9993661642074585,648.84619140625,103.8847885131836,0.997439444065094,662.709716796875,101.53900146484375,0.8893405795097351,524.7755126953125,122.64604949951172,0.999993085861206,527.796630859375,131.71253967285156,0.9999876022338867,527.961181640625,139.34133911132812,0.9999890327453613,521.3822021484375,143.38832092285156,0.9999558925628662,549.5675048828125,112.91422271728516,0.9999975562095642,549.7657470703125,133.0513458251953,0.9999979138374329,569.2467651367188,124.555908203125,0.999979555606842,570.1755981445312,130.20082092285156,0.9999613761901855,570.5164794921875,139.6392059326172,0.9987438917160034
3,479.6560363769531,136.00160217285156,0.9999992847442627,505.54962158203125,111.09573364257812,0.9999966621398926,525.0134887695312,100.59972381591797,0.9999942779541016,545.5894165039062,99.72145080566406,0.9999933242797852,561.2221069335938,108.46260833740234,0.9999979734420776,576.9976806640625,119.93610382080078,0.9999967813491821,599.3817138671875,118.49213409423828,0.9999593496322632,622.0015258789062,110.79034423828125,0.9994471669197083,645.7308349609375,104.59523010253906,0.9963957071304321,660.9124755859375,102.71049499511719,0.9613505005836487,524.141845703125,122.26973724365234,0.999992311000824,527.78515625,131.01959228515625,0.9999873638153076,527.8180541992188,139.2032928466797,0.9999850988388062,521.2449951171875,143.29379272460938,0.9999431371688843,548.625,112.91422271728516,0.9999961853027344,548.8158569335938,132.96438598632812,0.9999963045120239,567.6099853515625,124.34762573242188,0.999983549118042,566.5127563476562,129.92076110839844,0.9999575018882751,563.70458984375,136.67250061035156,0.9997368454933167
4,478.7232666015625,136.00160217285156,0.9999994039535522,504.4083251953125,110.4189453125,0.9999968409538269,523.4070434570312,100.55441284179688,0.9999938011169434,544.2182006835938,99.4810791015625,0.9999881982803345,560.2086181640625,108.46260833740234,0.999997079372406,576.7821655273438,120.46452331542969,0.999997615814209,599.2212524414062,118.50593566894531,0.9999712109565735,621.91357421875,111.24718475341797,0.9996026158332825,645.56298828125,104.66920471191406,0.9970629811286926,659.6200561523438,104.20819091796875,0.982916533946991,522.638916015625,122.09429931640625,0.9999887943267822,527.3833618164062,130.9942169189453,0.9999871850013733,527.7354125976562,139.1534881591797,0.9999799132347107,521.2449951171875,143.28941345214844,0.9999165534973145,547.7249145507812,112.97456359863281,0.9999943971633911,548.1394653320312,132.37152099609375,0.9999961853027344,567.4456176757812,124.34762573242188,0.9999909400939941,566.128173828125,129.92076110839844,0.9999839067459106,563.098388671875,136.67250061035156,0.9999623894691467
5,477.8631591796875,136.1598358154297,0.9999995231628418,503.7499084472656,110.4189453125,0.9999980330467224,522.3016967773438,100.53215026855469,0.9999924302101135,543.6909790039062,99.4072265625,0.9999867677688599,559.8793334960938,108.46260833740234,0.9999977946281433,576.4876708984375,120.58985137939453,0.9999974370002747,599.0345458984375,118.50593566894531,0.9999749660491943,621.8604125976562,111.64281463623047,0.9996808767318726,644.9769897460938,104.69635009765625,0.9968240261077881,658.7374877929688,104.94503021240234,0.980189859867096,522.0010986328125,121.7049560546875,0.9999880790710449,527.083740234375,130.25502014160156,0.9999925494194031,527.7354125976562,138.9677734375,0.9999846816062927,521.2720336914062,143.17041015625,0.9999461770057678,547.2910766601562,112.99237060546875,0.9999948740005493,547.60791015625,131.92141723632812,0.9999956488609314,567.2039794921875,124.61463165283203,0.9999925494194031,565.5914306640625,129.92076110839844,0.9999934434890747,561.2694702148438,136.67250061035156,0.9999770522117615
6,477.0889892578125,136.57029724121094,0.9999995231628418,502.3955993652344,110.48863983154297,0.9999983310699463,520.9266967773438,100.53215026855469,0.9999892115592957,542.97412109375,98.71708679199219,0.9999870657920837,559.2039794921875,108.57095336914062,0.999997615814209,576.4493408203125,120.46452331542969,0.9999978542327881,598.7312622070312,118.50593566894531,0.9999783635139465,620.9660034179688,111.89289093017578,0.9997578859329224,644.5940551757812,105.10599517822266,0.9979602098464966,657.2945556640625,105.44170379638672,0.9890500903129578,521.1578369140625,121.3604736328125,0.999986469745636,527.0194702148438,129.09576416015625,0.9999949336051941,527.546142578125,138.130859375,0.9999779462814331,521.3303833007812,143.14971923828125,0.9999556541442871,546.848388671875,112.97456359863281,0.9999954104423523,546.5264282226562,131.3981170654297,0.9999964237213135,566.4256591796875,125.00144958496094,0.9999890327453613,564.4453735351562,131.19664001464844,0.9999953508377075,559.1286010742188,136.97665405273438,0.9999570250511169
7,476.33544921875,137.12252807617188,0.999999463558197,500.8163146972656,110.48863983154297,0.9999989867210388,519.8966674804688,100.30387878417969,0.9999878406524658,542.1495971679688,98.6592788696289,0.9999945163726807,558.7198486328125,108.64326477050781,0.999998152256012,576.4493408203125,120.46452331542969,0.9999986886978149,598.0326538085938,118.43795013427734,0.9999876618385315,619.5803833007812,111.89289093017578,0.9997902512550354,642.72607421875,105.12554931640625,0.9986621141433716,656.259765625,105.65830993652344,0.9965148568153381,520.2201538085938,121.3604736328125,0.9999927282333374,526.5748291015625,128.5738983154297,0.9999952912330627,527.2535400390625,137.6490020751953,0.9999796152114868,521.3303833007812,143.08291625976562,0.9999734163284302,545.6791381835938,112.97456359863281,0.9999970197677612,544.8052978515625,130.8677215576172,0.9999961853027344,564.4342041015625,126.86116027832031,0.9999779462814331,561.9807739257812,133.0056915283203,0.9999915361404419,555.4766845703125,137.5703887939453,0.999921441078186
